year,region,sector,value
"2008","WV","nmp",0.00454133331043139
"2008","WV","brd",0.0037014440126385
"2008","WV","bnk",0.00388703633535115
"2008","WV","ore",0.0038989645132661
"2008","WV","edu",0.00448737286444782
"2008","WV","ote",0.00575148862401161
"2008","WV","man",0.0037014440126385
"2008","WV","mch",0.00454133331043139
"2008","WV","dat",0.0037014440126385
"2008","WV","amd",0.00364125456345555
"2008","WV","oil",0.00636351153739647
"2008","WV","hos",0.00636270000372907
"2008","WV","rnt",0.00364125456345555
"2008","WV","pla",0.00454133331043139
"2008","WV","fof",0.00407363513104888
"2008","WV","fin",0.00388703633535115
"2008","WV","tsv",0.0037014440126385
"2008","WV","nrs",0.00636270000372907
"2008","WV","sec",0.00388703633535115
"2008","WV","art",0.00364125456345555
"2008","WV","mov",0.0037014440126385
"2008","WV","fpd",0.0043313985159002
"2008","WV","slg",0.00472181001889908
"2008","WV","pri",0.00454133331043139
"2008","WV","grd",0.00251559615247468
"2008","WV","pip",0.00251559615247468
"2008","WV","sle",0.00472181001889908
"2008","WV","osv",0.0037014440126385
"2008","WV","trn",0.00251559615247468
"2008","WV","smn",0.0063995177383407
"2008","WV","fmt",0.00454133331043139
"2008","WV","pet",0.00454133331043139
"2008","WV","mvt",0.00575148862401161
"2008","WV","cep",0.00407363513104888
"2008","WV","wst",0.0038989645132661
"2008","WV","mot",0.00575148862401161
"2008","WV","adm",0.0037014440126385
"2008","WV","soc",0.00636270000372907
"2008","WV","alt",0.00427384494488019
"2008","WV","pmt",0.00454133331043139
"2008","WV","trk",0.00251559615247468
"2008","WV","fdd",0.00472181001889908
"2008","WV","gmt",0.0063995177383407
"2008","WV","wtt",0.00251559615247468
"2008","WV","wpd",0.0043313985159002
"2008","WV","wht",0.00454133331043139
"2008","WV","oth",0.00472181001889908
"2008","WV","wrh",0.0037014440126385
"2008","WV","ott",0.0063995177383407
"2008","WV","che",0.00454133331043139
"2008","WV","air",0.00251559615247468
"2008","WV","mmf",0.00454133331043139
"2008","WV","otr",0.00251559615247468
"2008","WV","min",0.00636351153739647
"2008","AZ","ppd",0.0227986833016591
"2008","AZ","res",0.0224890026961132
"2008","AZ","com",0.0152431079941384
"2008","AZ","amb",0.0177197228140877
"2008","AZ","fbp",0.0213354608809576
"2008","AZ","rec",0.0189115458124159
"2008","AZ","con",0.0227986833016591
"2008","AZ","agr",0.0213354608809576
"2008","AZ","eec",0.0194963860357592
"2008","AZ","use",0.014994472730578
"2008","AZ","fnd",0.014994472730578
"2008","AZ","pub",0.0152431079941384
"2008","AZ","hou",0.0183264408583585
"2008","AZ","fbt",0.0213354608809576
"2008","AZ","ins",0.0163584346811767
"2008","AZ","tex",0.01957291168763
"2008","AZ","leg",0.0152431079941384
"2008","AZ","fen",0.014994472730578
"2008","AZ","uti",0.0183264408583585
"2008","AZ","nmp",0.0227986833016591
"2008","AZ","brd",0.0152431079941384
"2008","AZ","bnk",0.0163584346811767
"2008","AZ","ore",0.0183264408583585
"2008","AZ","edu",0.0180308880571334
"2008","AZ","ote",0.0210955876613428
"2008","AZ","man",0.0152431079941384
"2008","AZ","mch",0.0227986833016591
"2008","AZ","dat",0.0152431079941384
"2008","AZ","amd",0.0189115458124159
"2008","AZ","oil",0.0205968409756242
"2008","AZ","hos",0.0177197228140877
"2008","AZ","rnt",0.0189115458124159
"2008","AZ","pla",0.0227986833016591
"2008","AZ","fof",0.0194963860357592
"2008","AZ","fin",0.0163584346811767
"2008","AZ","tsv",0.0152431079941384
"2008","AZ","nrs",0.0177197228140877
"2008","AZ","sec",0.0163584346811767
"2008","AZ","art",0.0189115458124159
"2008","AZ","mov",0.0152431079941384
"2008","AZ","fpd",0.0210331955355954
"2008","AZ","slg",0.014994472730578
"2008","AZ","pri",0.0227986833016591
"2008","AZ","grd",0.0195903729356905
"2008","AZ","pip",0.0195903729356905
"2008","AZ","sle",0.014994472730578
"2008","AZ","osv",0.0152431079941384
"2008","AZ","trn",0.0195903729356905
"2008","AZ","smn",0.0197974008088871
"2008","AZ","fmt",0.0227986833016591
"2008","AZ","pet",0.0227986833016591
"2008","AZ","mvt",0.0210955876613428
"2008","AZ","cep",0.0194963860357592
"2008","AZ","wst",0.0183264408583585
"2008","AZ","mot",0.0210955876613428
"2008","AZ","adm",0.0152431079941384
"2008","AZ","soc",0.0177197228140877
"2008","AZ","alt",0.01957291168763
"2008","AZ","pmt",0.0227986833016591
"2008","AZ","trk",0.0195903729356905
"2008","AZ","fdd",0.014994472730578
"2008","AZ","gmt",0.0197974008088871
"2008","AZ","wtt",0.0195903729356905
"2008","AZ","wpd",0.0210331955355954
"2008","AZ","wht",0.0227986833016591
"2008","AZ","oth",0.014994472730578
"2008","AZ","wrh",0.0152431079941384
"2008","AZ","ott",0.0197974008088871
"2008","AZ","che",0.0227986833016591
